query_id,reference_id
Q19749,
Q19750,
Q19751,
Q19752,R822966
Q19753,
Q19754,
Q19755,
Q19756,
Q19757,
Q19758,
Q19759,R661818
Q19760,
Q19761,
Q19762,
Q19763,
Q19764,
Q19765,R851236
Q19766,
Q19767,
Q19768,
Q19769,R239269
Q19770,
Q19771,
Q19772,
Q19773,
Q19774,R463130
Q19775,
Q19776,
Q19777,
Q19778,
Q19779,
Q19780,R491619
Q19781,
Q19782,
Q19783,
Q19784,
Q19785,
Q19786,
Q19787,
Q19788,
Q19789,
Q19790,
Q19791,R436147
Q19792,
Q19793,
Q19794,
Q19795,R358929
Q19796,R895269
Q19797,
Q19798,
Q19799,R886420
Q19800,
Q19801,R847308
Q19802,R540270
Q19803,R094706
Q19804,
Q19805,
Q19806,
Q19807,
Q19808,
Q19809,
Q19810,
Q19811,R775662
Q19812,
Q19813,
Q19814,
Q19815,
Q19816,
Q19817,
Q19818,
Q19819,
Q19820,
Q19821,
Q19822,
Q19823,
Q19824,R570371
Q19825,
Q19826,
Q19827,
Q19828,
Q19829,R011487
Q19830,
Q19831,R100434
Q19832,
Q19833,
Q19834,
Q19835,
Q19836,
Q19837,
Q19838,
Q19839,
Q19840,
Q19841,
Q19842,
Q19843,R456206
Q19844,
Q19845,
Q19846,
Q19847,R846276
Q19848,
Q19849,R339530
Q19850,
Q19851,R292205
Q19852,R710411
Q19853,
Q19854,
Q19855,
Q19856,
Q19857,R432093
Q19858,
Q19859,
Q19860,
Q19861,R685854
Q19862,R635277
Q19863,
Q19864,
Q19865,
Q19866,
Q19867,R501601
Q19868,
Q19869,
Q19870,
Q19871,
Q19872,R198847
Q19873,
Q19874,
Q19875,
Q19876,R885149
Q19877,
Q19878,
Q19879,
Q19880,
Q19881,
Q19882,
Q19883,
Q19884,
Q19885,R671118
Q19886,
Q19887,
Q19888,R733951
Q19889,
Q19890,
Q19891,
Q19892,
Q19893,
Q19894,
Q19895,
Q19896,
Q19897,
Q19898,
Q19899,
Q19900,
Q19901,
Q19902,
Q19903,
Q19904,
Q19905,
Q19906,
Q19907,
Q19908,
Q19909,
Q19910,R130700
Q19911,
Q19912,
Q19913,
Q19914,
Q19915,
Q19916,
Q19917,R349767
Q19918,
Q19919,R442285
Q19920,
Q19921,
Q19922,
Q19923,
Q19924,
Q19925,
Q19926,
Q19927,
Q19928,
Q19929,
Q19930,
Q19931,
Q19932,R463623
Q19933,R930893
Q19934,R055356
Q19935,
Q19936,
Q19937,R524602
Q19938,
Q19939,
Q19940,
Q19941,
Q19942,
Q19943,
Q19944,R417313
Q19945,
Q19946,
Q19947,
Q19948,R488447
Q19949,R817673
Q19950,R426463
Q19951,
Q19952,
Q19953,
Q19954,
Q19955,R681485
Q19956,R114595
Q19957,
Q19958,
Q19959,
Q19960,R613399
Q19961,
Q19962,R027234
Q19963,
Q19964,
Q19965,
Q19966,
Q19967,
Q19968,
Q19969,
Q19970,R697314
Q19971,
Q19972,
Q19973,
Q19974,
Q19975,R870391
Q19976,
Q19977,
Q19978,R889242
Q19979,
Q19980,
Q19981,
Q19982,
Q19983,
Q19984,
Q19985,
Q19986,
Q19987,R979673
Q19988,
Q19989,
Q19990,
Q19991,
Q19992,
Q19993,
Q19994,
Q19995,
Q19996,
Q19997,
Q19998,
Q19999,
Q20000,R093045
Q20001,
Q20002,
Q20003,
Q20004,R260182
Q20005,
Q20006,R188662
Q20007,
Q20008,
Q20009,
Q20010,
Q20011,
Q20012,
Q20013,
Q20014,R538938
Q20015,
Q20016,
Q20017,R420532
Q20018,
Q20019,
Q20020,
Q20021,
Q20022,
Q20023,
Q20024,
Q20025,
Q20026,
Q20027,
Q20028,
Q20029,
Q20030,R067838
Q20031,R567662
Q20032,
Q20033,
Q20034,
Q20035,
Q20036,
Q20037,
Q20038,
Q20039,R076122
Q20040,
Q20041,R485060
Q20042,
Q20043,
Q20044,
Q20045,
Q20046,
Q20047,R914707
Q20048,
Q20049,
Q20050,
Q20051,
Q20052,
Q20053,
Q20054,
Q20055,
Q20056,
Q20057,
Q20058,
Q20059,
Q20060,
Q20061,
Q20062,R917046
Q20063,
Q20064,
Q20065,
Q20066,
Q20067,R186806
Q20068,
Q20069,R591464
Q20070,
Q20071,
Q20072,
Q20073,
Q20074,
Q20075,R726381
Q20076,
Q20077,
Q20078,
Q20079,
Q20080,
Q20081,
Q20082,
Q20083,
Q20084,
Q20085,
Q20086,
Q20087,R226152
Q20088,R245838
Q20089,
Q20090,
Q20091,R746151
Q20092,
Q20093,R708292
Q20094,
Q20095,
Q20096,
Q20097,
Q20098,R223877
Q20099,
Q20100,R319846
Q20101,
Q20102,
Q20103,
Q20104,
Q20105,
Q20106,
Q20107,
Q20108,R428435
Q20109,R041942
Q20110,
Q20111,
Q20112,
Q20113,
Q20114,
Q20115,R901646
Q20116,
Q20117,
Q20118,
Q20119,
Q20120,
Q20121,
Q20122,R631809
Q20123,
Q20124,
Q20125,
Q20126,
Q20127,
Q20128,
Q20129,R762924
Q20130,R692918
Q20131,R559082
Q20132,
Q20133,
Q20134,
Q20135,R270263
Q20136,R813372
Q20137,R091636
Q20138,
Q20139,
Q20140,
Q20141,R854769
Q20142,
Q20143,R669268
Q20144,
Q20145,
Q20146,
Q20147,
Q20148,
Q20149,
Q20150,
Q20151,
Q20152,
Q20153,
Q20154,R891565
Q20155,
Q20156,
Q20157,
Q20158,
Q20159,
Q20160,
Q20161,
Q20162,
Q20163,R476846
Q20164,
Q20165,
Q20166,
Q20167,R558829
Q20168,
Q20169,
Q20170,
Q20171,R985494
Q20172,
Q20173,R589290
Q20174,
Q20175,
Q20176,
Q20177,
Q20178,
Q20179,R720049
Q20180,R596041
Q20181,
Q20182,
Q20183,
Q20184,
Q20185,
Q20186,
Q20187,
Q20188,
Q20189,R611824
Q20190,
Q20191,
Q20192,
Q20193,R805441
Q20194,
Q20195,
Q20196,R579356
Q20197,
Q20198,
Q20199,
Q20200,
Q20201,
Q20202,
Q20203,
Q20204,
Q20205,
Q20206,
Q20207,
Q20208,
Q20209,
Q20210,
Q20211,
Q20212,
Q20213,
Q20214,
Q20215,
Q20216,R884987
Q20217,
Q20218,
Q20219,R672408
Q20220,R856369
Q20221,
Q20222,
Q20223,
Q20224,
Q20225,
Q20226,
Q20227,R266446
Q20228,
Q20229,
Q20230,
Q20231,
Q20232,
Q20233,
Q20234,
Q20235,
Q20236,
Q20237,
Q20238,
Q20239,
Q20240,
Q20241,
Q20242,
Q20243,R694551
Q20244,
Q20245,R874045
Q20246,
Q20247,
Q20248,R107483
Q20249,
Q20250,
Q20251,
Q20252,
Q20253,
Q20254,R283543
Q20255,
Q20256,R466337
Q20257,
Q20258,
Q20259,
Q20260,
Q20261,
Q20262,
Q20263,R105213
Q20264,
Q20265,
Q20266,
Q20267,
Q20268,
Q20269,
Q20270,R894383
Q20271,
Q20272,R393807
Q20273,
Q20274,
Q20275,
Q20276,
Q20277,
Q20278,
Q20279,
Q20280,
Q20281,
Q20282,
Q20283,
Q20284,
Q20285,
Q20286,
Q20287,
Q20288,
Q20289,
Q20290,
Q20291,
Q20292,
Q20293,
Q20294,
Q20295,
Q20296,
Q20297,
Q20298,
Q20299,R271153
Q20300,
Q20301,
Q20302,
Q20303,
Q20304,
Q20305,
Q20306,
Q20307,
Q20308,
Q20309,
Q20310,R053000
Q20311,R769561
Q20312,
Q20313,
Q20314,R849836
Q20315,
Q20316,R297692
Q20317,R437931
Q20318,R640892
Q20319,
Q20320,
Q20321,
Q20322,
Q20323,R823762
Q20324,
Q20325,
Q20326,
Q20327,
Q20328,R067102
Q20329,
Q20330,
Q20331,
Q20332,
Q20333,
Q20334,
Q20335,R502147
Q20336,
Q20337,R757362
Q20338,
Q20339,
Q20340,
Q20341,
Q20342,R456877
Q20343,
Q20344,
Q20345,
Q20346,R149909
Q20347,
Q20348,
Q20349,R424957
Q20350,R314455
Q20351,
Q20352,
Q20353,
Q20354,R121457
Q20355,
Q20356,
Q20357,
Q20358,
Q20359,
Q20360,
Q20361,
Q20362,
Q20363,
Q20364,
Q20365,
Q20366,R785325
Q20367,
Q20368,
Q20369,R698438
Q20370,
Q20371,
Q20372,
Q20373,
Q20374,
Q20375,
Q20376,R978411
Q20377,R193261
Q20378,R714108
Q20379,
Q20380,
Q20381,R700095
Q20382,
Q20383,
Q20384,
Q20385,
Q20386,
Q20387,
Q20388,R042857
Q20389,
Q20390,
Q20391,
Q20392,
Q20393,
Q20394,
Q20395,
Q20396,R960040
Q20397,R976726
Q20398,R826905
Q20399,
Q20400,
Q20401,
Q20402,
Q20403,
Q20404,
Q20405,
Q20406,
Q20407,
Q20408,R194524
Q20409,
Q20410,R230779
Q20411,R205535
Q20412,
Q20413,
Q20414,
Q20415,
Q20416,
Q20417,
Q20418,
Q20419,R438402
Q20420,
Q20421,
Q20422,
Q20423,
Q20424,R627369
Q20425,
Q20426,
Q20427,
Q20428,
Q20429,R900533
Q20430,R524823
Q20431,
Q20432,
Q20433,
Q20434,
Q20435,
Q20436,
Q20437,
Q20438,
Q20439,
Q20440,R422235
Q20441,
Q20442,
Q20443,
Q20444,
Q20445,
Q20446,
Q20447,
Q20448,
Q20449,
Q20450,
Q20451,
Q20452,
Q20453,
Q20454,
Q20455,
Q20456,
Q20457,
Q20458,
Q20459,
Q20460,
Q20461,
Q20462,R962727
Q20463,
Q20464,
Q20465,
Q20466,
Q20467,
Q20468,R485642
Q20469,
Q20470,R227603
Q20471,
Q20472,
Q20473,
Q20474,
Q20475,
Q20476,
Q20477,R332583
Q20478,
Q20479,
Q20480,
Q20481,
Q20482,
Q20483,R161425
Q20484,
Q20485,
Q20486,
Q20487,
Q20488,
Q20489,
Q20490,
Q20491,R759683
Q20492,R006466
Q20493,
Q20494,
Q20495,
Q20496,
Q20497,
Q20498,
Q20499,
Q20500,
Q20501,
Q20502,R339779
Q20503,
Q20504,R977501
Q20505,
Q20506,
Q20507,
Q20508,
Q20509,
Q20510,
Q20511,R884011
Q20512,
Q20513,R738616
Q20514,
Q20515,
Q20516,
Q20517,
Q20518,
Q20519,R348508
Q20520,
Q20521,
Q20522,
Q20523,
Q20524,
Q20525,R990774
Q20526,
Q20527,
Q20528,
Q20529,
Q20530,
Q20531,
Q20532,
Q20533,R438125
Q20534,
Q20535,
Q20536,
Q20537,R894154
Q20538,
Q20539,
Q20540,
Q20541,R033570
Q20542,
Q20543,
Q20544,
Q20545,
Q20546,
Q20547,
Q20548,
Q20549,
Q20550,
Q20551,R245588
Q20552,
Q20553,
Q20554,
Q20555,
Q20556,
Q20557,
Q20558,R274154
Q20559,
Q20560,R151119
Q20561,
Q20562,R952403
Q20563,R503122
Q20564,
Q20565,
Q20566,
Q20567,
Q20568,
Q20569,
Q20570,
Q20571,
Q20572,
Q20573,
Q20574,
Q20575,
Q20576,R377364
Q20577,
Q20578,
Q20579,
Q20580,
Q20581,
Q20582,
Q20583,
Q20584,
Q20585,R865608
Q20586,R041535
Q20587,
Q20588,
Q20589,
Q20590,
Q20591,
Q20592,R309571
Q20593,
Q20594,R676713
Q20595,
Q20596,
Q20597,
Q20598,
Q20599,
Q20600,
Q20601,
Q20602,
Q20603,
Q20604,R013801
Q20605,
Q20606,
Q20607,
Q20608,
Q20609,
Q20610,
Q20611,
Q20612,R475679
Q20613,
Q20614,
Q20615,
Q20616,
Q20617,
Q20618,
Q20619,
Q20620,
Q20621,
Q20622,
Q20623,R843238
Q20624,
Q20625,
Q20626,
Q20627,
Q20628,
Q20629,
Q20630,
Q20631,
Q20632,
Q20633,R549912
Q20634,
Q20635,
Q20636,
Q20637,
Q20638,R784122
Q20639,
Q20640,
Q20641,
Q20642,R677547
Q20643,
Q20644,R569692
Q20645,
Q20646,
Q20647,
Q20648,
Q20649,
Q20650,
Q20651,
Q20652,
Q20653,
Q20654,R128696
Q20655,
Q20656,
Q20657,
Q20658,
Q20659,
Q20660,
Q20661,R497220
Q20662,
Q20663,
Q20664,
Q20665,R581962
Q20666,
Q20667,
Q20668,
Q20669,
Q20670,R242799
Q20671,
Q20672,
Q20673,
Q20674,
Q20675,
Q20676,
Q20677,
Q20678,
Q20679,
Q20680,
Q20681,
Q20682,R354726
Q20683,
Q20684,
Q20685,
Q20686,
Q20687,
Q20688,
Q20689,
Q20690,
Q20691,
Q20692,
Q20693,
Q20694,
Q20695,R409028
Q20696,
Q20697,
Q20698,
Q20699,R617622
Q20700,
Q20701,
Q20702,
Q20703,
Q20704,
Q20705,
Q20706,R665129
Q20707,R430187
Q20708,R848442
Q20709,
Q20710,
Q20711,
Q20712,
Q20713,R225183
Q20714,
Q20715,
Q20716,
Q20717,
Q20718,
Q20719,R847599
Q20720,
Q20721,
Q20722,R029779
Q20723,
Q20724,
Q20725,
Q20726,
Q20727,
Q20728,
Q20729,
Q20730,
Q20731,R996263
Q20732,
Q20733,R613234
Q20734,
Q20735,
Q20736,R882622
Q20737,
Q20738,R369771
Q20739,
Q20740,
Q20741,
Q20742,R551531
Q20743,
Q20744,
Q20745,
Q20746,R390689
Q20747,
Q20748,
Q20749,
Q20750,
Q20751,R791692
Q20752,
Q20753,
Q20754,
Q20755,
Q20756,
Q20757,R311357
Q20758,
Q20759,
Q20760,
Q20761,
Q20762,
Q20763,
Q20764,R263719
Q20765,
Q20766,
Q20767,R334202
Q20768,
Q20769,R062929
Q20770,
Q20771,
Q20772,
Q20773,
Q20774,
Q20775,
Q20776,
Q20777,
Q20778,R637025
Q20779,
Q20780,
Q20781,
Q20782,
Q20783,
Q20784,
Q20785,
Q20786,
Q20787,
Q20788,
Q20789,
Q20790,
Q20791,
Q20792,
Q20793,
Q20794,
Q20795,
Q20796,R564737
Q20797,
Q20798,
Q20799,R661215
Q20800,
Q20801,
Q20802,
Q20803,R055055
Q20804,
Q20805,
Q20806,
Q20807,
Q20808,
Q20809,
Q20810,
Q20811,
Q20812,
Q20813,
Q20814,
Q20815,
Q20816,R348669
Q20817,
Q20818,
Q20819,
Q20820,R254288
Q20821,
Q20822,
Q20823,R323196
Q20824,
Q20825,
Q20826,
Q20827,
Q20828,R466723
Q20829,
Q20830,
Q20831,R013266
Q20832,R501385
Q20833,
Q20834,
Q20835,
Q20836,
Q20837,
Q20838,
Q20839,
Q20840,
Q20841,
Q20842,
Q20843,
Q20844,
Q20845,
Q20846,
Q20847,
Q20848,
Q20849,
Q20850,
Q20851,
Q20852,
Q20853,
Q20854,
Q20855,
Q20856,
Q20857,
Q20858,
Q20859,R430457
Q20860,
Q20861,
Q20862,R872424
Q20863,R540840
Q20864,
Q20865,
Q20866,R343214
Q20867,R215140
Q20868,
Q20869,
Q20870,R085584
Q20871,
Q20872,
Q20873,R916377
Q20874,
Q20875,R166850
Q20876,
Q20877,
Q20878,R594155
Q20879,
Q20880,R941902
Q20881,
Q20882,
Q20883,
Q20884,
Q20885,R024270
Q20886,
Q20887,R571307
Q20888,
Q20889,R116797
Q20890,
Q20891,
Q20892,
Q20893,R096218
Q20894,
Q20895,
Q20896,R241145
Q20897,
Q20898,
Q20899,R987367
Q20900,R076839
Q20901,
Q20902,
Q20903,
Q20904,
Q20905,
Q20906,
Q20907,
Q20908,
Q20909,R204801
Q20910,
Q20911,
Q20912,
Q20913,
Q20914,
Q20915,
Q20916,
Q20917,
Q20918,R308779
Q20919,
Q20920,R039627
Q20921,
Q20922,
Q20923,
Q20924,
Q20925,
Q20926,R349037
Q20927,R005994
Q20928,
Q20929,
Q20930,
Q20931,
Q20932,
Q20933,R274801
Q20934,
Q20935,
Q20936,
Q20937,
Q20938,
Q20939,
Q20940,
Q20941,
Q20942,
Q20943,
Q20944,
Q20945,
Q20946,
Q20947,R471992
Q20948,R149569
Q20949,
Q20950,R469808
Q20951,
Q20952,
Q20953,
Q20954,
Q20955,
Q20956,
Q20957,
Q20958,
Q20959,R616044
Q20960,
Q20961,R591538
Q20962,
Q20963,R913558
Q20964,R796472
Q20965,
Q20966,
Q20967,
Q20968,
Q20969,R485633
Q20970,
Q20971,R722759
Q20972,
Q20973,
Q20974,
Q20975,
Q20976,
Q20977,
Q20978,
Q20979,
Q20980,
Q20981,
Q20982,
Q20983,
Q20984,
Q20985,
Q20986,
Q20987,
Q20988,
Q20989,
Q20990,
Q20991,
Q20992,
Q20993,R765990
Q20994,R648108
Q20995,
Q20996,R760760
Q20997,
Q20998,
Q20999,R416771
Q21000,
Q21001,
Q21002,
Q21003,R107306
Q21004,
Q21005,R349333
Q21006,
Q21007,
Q21008,
Q21009,
Q21010,
Q21011,
Q21012,
Q21013,
Q21014,
Q21015,R118560
Q21016,
Q21017,
Q21018,
Q21019,
Q21020,R062807
Q21021,
Q21022,R621915
Q21023,
Q21024,
Q21025,
Q21026,
Q21027,
Q21028,
Q21029,R094448
Q21030,
Q21031,R263209
Q21032,
Q21033,R254096
Q21034,
Q21035,
Q21036,
Q21037,
Q21038,
Q21039,
Q21040,R344533
Q21041,
Q21042,
Q21043,
Q21044,
Q21045,R313609
Q21046,
Q21047,
Q21048,
Q21049,
Q21050,
Q21051,
Q21052,
Q21053,
Q21054,R031975
Q21055,
Q21056,R266517
Q21057,
Q21058,
Q21059,
Q21060,R015862
Q21061,R990001
Q21062,
Q21063,
Q21064,
Q21065,
Q21066,
Q21067,R421217
Q21068,
Q21069,
Q21070,R047768
Q21071,R374263
Q21072,
Q21073,R566316
Q21074,
Q21075,R912584
Q21076,
Q21077,
Q21078,R483299
Q21079,
Q21080,
Q21081,
Q21082,
Q21083,
Q21084,
Q21085,
Q21086,
Q21087,
Q21088,
Q21089,
Q21090,
Q21091,
Q21092,
Q21093,
Q21094,R545345
Q21095,
Q21096,
Q21097,
Q21098,
Q21099,
Q21100,
Q21101,
Q21102,
Q21103,
Q21104,
Q21105,R525143
Q21106,
Q21107,R196423
Q21108,
Q21109,
Q21110,
Q21111,
Q21112,
Q21113,
Q21114,
Q21115,R444559
Q21116,
Q21117,
Q21118,
Q21119,
Q21120,
Q21121,
Q21122,R337843
Q21123,
Q21124,
Q21125,
Q21126,
Q21127,
Q21128,R172278
Q21129,
Q21130,
Q21131,
Q21132,
Q21133,
Q21134,
Q21135,R687351
Q21136,
Q21137,
Q21138,
Q21139,
Q21140,
Q21141,
Q21142,
Q21143,
Q21144,
Q21145,R608906
Q21146,
Q21147,
Q21148,
Q21149,
Q21150,
Q21151,
Q21152,
Q21153,
Q21154,
Q21155,
Q21156,
Q21157,
Q21158,
Q21159,
Q21160,
Q21161,
Q21162,
Q21163,
Q21164,R796647
Q21165,
Q21166,
Q21167,
Q21168,R449941
Q21169,R673525
Q21170,
Q21171,
Q21172,R620754
Q21173,
Q21174,
Q21175,R185374
Q21176,R832520
Q21177,
Q21178,
Q21179,
Q21180,
Q21181,
Q21182,
Q21183,
Q21184,R891801
Q21185,
Q21186,
Q21187,
Q21188,
Q21189,
Q21190,
Q21191,
Q21192,
Q21193,
Q21194,
Q21195,
Q21196,
Q21197,
Q21198,R060318
Q21199,
Q21200,
Q21201,
Q21202,R199448
Q21203,R580690
Q21204,
Q21205,
Q21206,
Q21207,R354249
Q21208,
Q21209,R779456
Q21210,
Q21211,
Q21212,R349527
Q21213,
Q21214,R613842
Q21215,
Q21216,
Q21217,
Q21218,
Q21219,
Q21220,
Q21221,
Q21222,
Q21223,
Q21224,
Q21225,
Q21226,
Q21227,
Q21228,R067493
Q21229,
Q21230,
Q21231,
Q21232,
Q21233,R186808
Q21234,
Q21235,
Q21236,
Q21237,
Q21238,R580480
Q21239,
Q21240,
Q21241,
Q21242,
Q21243,
Q21244,
Q21245,
Q21246,
Q21247,
Q21248,R152087
Q21249,
Q21250,R005068
Q21251,
Q21252,
Q21253,
Q21254,
Q21255,R143235
Q21256,
Q21257,
Q21258,
Q21259,
Q21260,
Q21261,
Q21262,
Q21263,R758918
Q21264,
Q21265,
Q21266,
Q21267,
Q21268,
Q21269,
Q21270,
Q21271,
Q21272,
Q21273,R388543
Q21274,R043967
Q21275,
Q21276,
Q21277,
Q21278,R678764
Q21279,R651483
Q21280,
Q21281,
Q21282,
Q21283,
Q21284,
Q21285,
Q21286,R234601
Q21287,
Q21288,
Q21289,
Q21290,
Q21291,
Q21292,
Q21293,
Q21294,
Q21295,
Q21296,
Q21297,R244925
Q21298,
Q21299,R916414
Q21300,
Q21301,
Q21302,
Q21303,
Q21304,
Q21305,
Q21306,
Q21307,
Q21308,
Q21309,
Q21310,R812565
Q21311,
Q21312,
Q21313,
Q21314,
Q21315,
Q21316,
Q21317,
Q21318,
Q21319,
Q21320,
Q21321,
Q21322,
Q21323,
Q21324,
Q21325,R900228
Q21326,
Q21327,R354518
Q21328,
Q21329,R423599
Q21330,
Q21331,
Q21332,R991640
Q21333,
Q21334,
Q21335,
Q21336,
Q21337,R295154
Q21338,
Q21339,
Q21340,
Q21341,
Q21342,
Q21343,R472722
Q21344,R715053
Q21345,
Q21346,R245533
Q21347,
Q21348,
Q21349,
Q21350,
Q21351,
Q21352,
Q21353,
Q21354,
Q21355,
Q21356,
Q21357,
Q21358,
Q21359,R731360
Q21360,
Q21361,
Q21362,
Q21363,
Q21364,
Q21365,R698866
Q21366,R106699
Q21367,
Q21368,
Q21369,
Q21370,R743907
Q21371,
Q21372,
Q21373,
Q21374,
Q21375,
Q21376,
Q21377,
Q21378,
Q21379,
Q21380,R340226
Q21381,R389051
Q21382,
Q21383,
Q21384,
Q21385,
Q21386,
Q21387,
Q21388,R480430
Q21389,
Q21390,
Q21391,
Q21392,
Q21393,R586409
Q21394,
Q21395,R210442
Q21396,
Q21397,
Q21398,
Q21399,
Q21400,
Q21401,R185714
Q21402,
Q21403,
Q21404,
Q21405,
Q21406,R557605
Q21407,
Q21408,
Q21409,
Q21410,R651542
Q21411,R593823
Q21412,
Q21413,R009516
Q21414,
Q21415,
Q21416,
Q21417,R441635
Q21418,
Q21419,
Q21420,
Q21421,
Q21422,
Q21423,
Q21424,R644524
Q21425,
Q21426,
Q21427,
Q21428,
Q21429,R417889
Q21430,
Q21431,
Q21432,R575025
Q21433,
Q21434,
Q21435,
Q21436,
Q21437,
Q21438,
Q21439,R285166
Q21440,
Q21441,
Q21442,
Q21443,
Q21444,
Q21445,
Q21446,R149522
Q21447,
Q21448,
Q21449,R997121
Q21450,
Q21451,
Q21452,
Q21453,
Q21454,
Q21455,
Q21456,
Q21457,
Q21458,
Q21459,
Q21460,
Q21461,
Q21462,R947339
Q21463,R727815
Q21464,
Q21465,R695113
Q21466,
Q21467,R598218
Q21468,
Q21469,R907656
Q21470,
Q21471,
Q21472,
Q21473,
Q21474,
Q21475,
Q21476,
Q21477,
Q21478,
Q21479,
Q21480,R122557
Q21481,
Q21482,
Q21483,
Q21484,
Q21485,
Q21486,R548081
Q21487,
Q21488,
Q21489,
Q21490,
Q21491,
Q21492,
Q21493,
Q21494,
Q21495,
Q21496,R381359
Q21497,R542622
Q21498,
Q21499,
Q21500,
Q21501,
Q21502,
Q21503,
Q21504,
Q21505,R841145
Q21506,
Q21507,
Q21508,
Q21509,
Q21510,
Q21511,
Q21512,R973200
Q21513,
Q21514,
Q21515,
Q21516,R186025
Q21517,
Q21518,
Q21519,
Q21520,
Q21521,
Q21522,
Q21523,
Q21524,
Q21525,R918019
Q21526,
Q21527,R266927
Q21528,
Q21529,
Q21530,R623826
Q21531,
Q21532,
Q21533,
Q21534,
Q21535,
Q21536,R105944
Q21537,
Q21538,
Q21539,
Q21540,
Q21541,
Q21542,R646054
Q21543,
Q21544,R294632
Q21545,
Q21546,
Q21547,
Q21548,
Q21549,
Q21550,
Q21551,
Q21552,
Q21553,R932747
Q21554,
Q21555,
Q21556,
Q21557,R868890
Q21558,
Q21559,
Q21560,
Q21561,
Q21562,
Q21563,
Q21564,
Q21565,
Q21566,
Q21567,
Q21568,
Q21569,
Q21570,
Q21571,
Q21572,
Q21573,
Q21574,
Q21575,
Q21576,
Q21577,R432362
Q21578,
Q21579,R695702
Q21580,
Q21581,
Q21582,R330357
Q21583,
Q21584,
Q21585,
Q21586,
Q21587,
Q21588,
Q21589,R733414
Q21590,
Q21591,
Q21592,
Q21593,
Q21594,
Q21595,R140060
Q21596,
Q21597,
Q21598,R987637
Q21599,
Q21600,
Q21601,R966336
Q21602,
Q21603,
Q21604,
Q21605,
Q21606,
Q21607,
Q21608,
Q21609,
Q21610,
Q21611,
Q21612,
Q21613,
Q21614,
Q21615,
Q21616,R419565
Q21617,R495005
Q21618,
Q21619,
Q21620,
Q21621,R778412
Q21622,R718417
Q21623,
Q21624,
Q21625,R744084
Q21626,
Q21627,R815838
Q21628,
Q21629,
Q21630,
Q21631,
Q21632,R049071
Q21633,
Q21634,
Q21635,
Q21636,R749450
Q21637,
Q21638,R638668
Q21639,R131746
Q21640,R194905
Q21641,
Q21642,
Q21643,
Q21644,
Q21645,
Q21646,
Q21647,
Q21648,
Q21649,
Q21650,
Q21651,
Q21652,
Q21653,
Q21654,
Q21655,
Q21656,
Q21657,
Q21658,R630341
Q21659,R610047
Q21660,
Q21661,
Q21662,
Q21663,R816431
Q21664,
Q21665,
Q21666,
Q21667,
Q21668,
Q21669,
Q21670,
Q21671,R506701
Q21672,
Q21673,
Q21674,
Q21675,
Q21676,
Q21677,R418434
Q21678,
Q21679,R408593
Q21680,
Q21681,
Q21682,
Q21683,
Q21684,
Q21685,
Q21686,
Q21687,
Q21688,R115921
Q21689,
Q21690,R659989
Q21691,
Q21692,
Q21693,
Q21694,
Q21695,
Q21696,R895884
Q21697,
Q21698,
Q21699,
Q21700,
Q21701,R275423
Q21702,
Q21703,R854334
Q21704,
Q21705,
Q21706,
Q21707,
Q21708,
Q21709,
Q21710,
Q21711,
Q21712,
Q21713,
Q21714,R144343
Q21715,R861276
Q21716,R236543
Q21717,
Q21718,R201542
Q21719,
Q21720,
Q21721,R194403
Q21722,
Q21723,
Q21724,
Q21725,
Q21726,
Q21727,
Q21728,
Q21729,
Q21730,
Q21731,R406263
Q21732,
Q21733,R322396
Q21734,
Q21735,
Q21736,
Q21737,
Q21738,
Q21739,
Q21740,
Q21741,
Q21742,
Q21743,
Q21744,
Q21745,
Q21746,
Q21747,
Q21748,
Q21749,
Q21750,
Q21751,
Q21752,R798253
Q21753,
Q21754,
Q21755,
Q21756,
Q21757,R965640
Q21758,R603544
Q21759,
Q21760,R040789
Q21761,
Q21762,
Q21763,
Q21764,
Q21765,
Q21766,
Q21767,
Q21768,R200515
Q21769,
Q21770,
Q21771,
Q21772,R506908
Q21773,
Q21774,
Q21775,
Q21776,
Q21777,
Q21778,
Q21779,
Q21780,R689748
Q21781,R233057
Q21782,
Q21783,
Q21784,
Q21785,R722174
Q21786,R169082
Q21787,R195033
Q21788,
Q21789,R467870
Q21790,
Q21791,
Q21792,
Q21793,R578400
Q21794,
Q21795,R010049
Q21796,
Q21797,
Q21798,
Q21799,
Q21800,
Q21801,R129678
Q21802,
Q21803,
Q21804,
Q21805,
Q21806,
Q21807,R890873
Q21808,
Q21809,
Q21810,
Q21811,
Q21812,
Q21813,R437975
Q21814,
Q21815,R034624
Q21816,R305863
Q21817,R728497
Q21818,
Q21819,
Q21820,
Q21821,
Q21822,
Q21823,
Q21824,
Q21825,
Q21826,R059000
Q21827,R160718
Q21828,R029787
Q21829,R448201
Q21830,
Q21831,
Q21832,
Q21833,
Q21834,
Q21835,
Q21836,
Q21837,
Q21838,
Q21839,
Q21840,R310933
Q21841,
Q21842,
Q21843,
Q21844,R663954
Q21845,
Q21846,
Q21847,
Q21848,
Q21849,R734024
Q21850,R427483
Q21851,
Q21852,R955769
Q21853,
Q21854,R753832
Q21855,
Q21856,
Q21857,
Q21858,
Q21859,R510496
Q21860,
Q21861,R197415
Q21862,
Q21863,
Q21864,R972921
Q21865,
Q21866,
Q21867,R326141
Q21868,
Q21869,
Q21870,R612427
Q21871,
